TITLE = "Normal distribution"
VARIABLES = "X", "Y", "Z"
ZONE T = "ZONE1", I = 100 J = 100, F = POINT
-3, -3, 1.96413e-05
-3, -2.94, 2.34726e-05
-3, -2.88, 2.79505e-05
-3, -2.82, 3.3163e-05
-3, -2.76, 3.92061e-05
-3, -2.7, 4.6184e-05
-3, -2.64, 5.42083e-05
-3, -2.58, 6.33981e-05
-3, -2.52, 7.38794e-05
-3, -2.46, 8.57841e-05
-3, -2.4, 9.92492e-05
-3, -2.34, 0.000114415
-3, -2.28, 0.000131425
-3, -2.22, 0.00015042
-3, -2.16, 0.000171543
-3, -2.1, 0.000194929
-3, -2.04, 0.000220706
-3, -1.98, 0.000248995
-3, -1.92, 0.0002799
-3, -1.86, 0.000313511
-3, -1.8, 0.000349895
-3, -1.74, 0.000389099
-3, -1.68, 0.00043114
-3, -1.62, 0.000476007
-3, -1.56, 0.000523655
-3, -1.5, 0.000574002
-3, -1.44, 0.000626929
-3, -1.38, 0.000682275
-3, -1.32, 0.00073984
-3, -1.26, 0.000799378
-3, -1.2, 0.000860603
-3, -1.14, 0.000923189
-3, -1.08, 0.000986767
-3, -1.02, 0.00105093
-3, -0.96, 0.00111525
-3, -0.9, 0.00117925
-3, -0.84, 0.00124244
-3, -0.78, 0.00130432
-3, -0.72, 0.00136435
-3, -0.66, 0.00142202
-3, -0.6, 0.0014768
-3, -0.54, 0.00152818
-3, -0.48, 0.00157567
-3, -0.42, 0.00161879
-3, -0.36, 0.00165712
-3, -0.3, 0.00169025
-3, -0.24, 0.00171786
-3, -0.18, 0.00173964
-3, -0.12, 0.00175537
-3, -0.06, 0.00176487
-3, 2.16493e-15, 0.00176805
-3, 0.06, 0.00176487
-3, 0.12, 0.00175537
-3, 0.18, 0.00173964
-3, 0.24, 0.00171786
-3, 0.3, 0.00169025
-3, 0.36, 0.00165712
-3, 0.42, 0.00161879
-3, 0.48, 0.00157567
-3, 0.54, 0.00152818
-3, 0.6, 0.0014768
-3, 0.66, 0.00142202
-3, 0.72, 0.00136435
-3, 0.78, 0.00130432
-3, 0.84, 0.00124244
-3, 0.9, 0.00117925
-3, 0.96, 0.00111525
-3, 1.02, 0.00105093
-3, 1.08, 0.000986767
-3, 1.14, 0.000923189
-3, 1.2, 0.000860603
-3, 1.26, 0.000799378
-3, 1.32, 0.00073984
-3, 1.38, 0.000682275
-3, 1.44, 0.000626929
-3, 1.5, 0.000574002
-3, 1.56, 0.000523655
-3, 1.62, 0.000476007
-3, 1.68, 0.00043114
-3, 1.74, 0.000389099
-3, 1.8, 0.000349895
-3, 1.86, 0.000313511
-3, 1.92, 0.0002799
-3, 1.98, 0.000248995
-3, 2.04, 0.000220706
-3, 2.1, 0.000194929
-3, 2.16, 0.000171543
-3, 2.22, 0.00015042
-3, 2.28, 0.000131425
-3, 2.34, 0.000114415
-3, 2.4, 9.92492e-05
-3, 2.46, 8.57841e-05
-3, 2.52, 7.38794e-05
-3, 2.58, 6.33981e-05
-3, 2.64, 5.42083e-05
-3, 2.7, 4.6184e-05
-3, 2.76, 3.92061e-05
-3, 2.82, 3.3163e-05
-3, 2.88, 2.79505e-05
-3, 2.94, 2.34726e-05
-2.94, -3, 2.34726e-05
-2.94, -2.94, 2.80513e-05
-2.94, -2.88, 3.34026e-05
-2.94, -2.82, 3.96319e-05
-2.94, -2.76, 4.68539e-05
-2.94, -2.7, 5.51929e-05
-2.94, -2.64, 6.47824e-05
-2.94, -2.58, 7.57648e-05
-2.94, -2.52, 8.82906e-05
-2.94, -2.46, 0.000102517
-2.94, -2.4, 0.000118609
-2.94, -2.34, 0.000136733
-2.94, -2.28, 0.000157061
-2.94, -2.22, 0.000179762
-2.94, -2.16, 0.000205005
-2.94, -2.1, 0.000232952
-2.94, -2.04, 0.000263758
-2.94, -1.98, 0.000297565
-2.94, -1.92, 0.000334499
-2.94, -1.86, 0.000374665
-2.94, -1.8, 0.000418147
-2.94, -1.74, 0.000464998
-2.94, -1.68, 0.00051524
-2.94, -1.62, 0.00056886
-2.94, -1.56, 0.000625802
-2.94, -1.5, 0.00068597
-2.94, -1.44, 0.000749221
-2.94, -1.38, 0.000815363
-2.94, -1.32, 0.000884156
-2.94, -1.26, 0.000955308
-2.94, -1.2, 0.00102848
-2.94, -1.14, 0.00110327
-2.94, -1.08, 0.00117925
-2.94, -1.02, 0.00125593
-2.94, -0.96, 0.00133279
-2.94, -0.9, 0.00140928
-2.94, -0.84, 0.0014848
-2.94, -0.78, 0.00155874
-2.94, -0.72, 0.00163049
-2.94, -0.66, 0.00169941
-2.94, -0.6, 0.00176487
-2.94, -0.54, 0.00182627
-2.94, -0.48, 0.00188302
-2.94, -0.42, 0.00193456
-2.94, -0.36, 0.00198036
-2.94, -0.3, 0.00201996
-2.94, -0.24, 0.00205295
-2.94, -0.18, 0.00207898
-2.94, -0.12, 0.00209778
-2.94, -0.06, 0.00210914
-2.94, 2.16493e-15, 0.00211294
-2.94, 0.06, 0.00210914
-2.94, 0.12, 0.00209778
-2.94, 0.18, 0.00207898
-2.94, 0.24, 0.00205295
-2.94, 0.3, 0.00201996
-2.94, 0.36, 0.00198036
-2.94, 0.42, 0.00193456
-2.94, 0.48, 0.00188302
-2.94, 0.54, 0.00182627
-2.94, 0.6, 0.00176487
-2.94, 0.66, 0.00169941
-2.94, 0.72, 0.00163049
-2.94, 0.78, 0.00155874
-2.94, 0.84, 0.0014848
-2.94, 0.9, 0.00140928
-2.94, 0.96, 0.00133279
-2.94, 1.02, 0.00125593
-2.94, 1.08, 0.00117925
-2.94, 1.14, 0.00110327
-2.94, 1.2, 0.00102848
-2.94, 1.26, 0.000955308
-2.94, 1.32, 0.000884156
-2.94, 1.38, 0.000815363
-2.94, 1.44, 0.000749221
-2.94, 1.5, 0.00068597
-2.94, 1.56, 0.000625802
-2.94, 1.62, 0.00056886
-2.94, 1.68, 0.00051524
-2.94, 1.74, 0.000464998
-2.94, 1.8, 0.000418147
-2.94, 1.86, 0.000374665
-2.94, 1.92, 0.000334499
-2.94, 1.98, 0.000297565
-2.94, 2.04, 0.000263758
-2.94, 2.1, 0.000232952
-2.94, 2.16, 0.000205005
-2.94, 2.22, 0.000179762
-2.94, 2.28, 0.000157061
-2.94, 2.34, 0.000136733
-2.94, 2.4, 0.000118609
-2.94, 2.46, 0.000102517
-2.94, 2.52, 8.82906e-05
-2.94, 2.58, 7.57648e-05
-2.94, 2.64, 6.47824e-05
-2.94, 2.7, 5.51929e-05
-2.94, 2.76, 4.68539e-05
-2.94, 2.82, 3.96319e-05
-2.94, 2.88, 3.34026e-05
-2.94, 2.94, 2.80513e-05
-2.88, -3, 2.79505e-05
-2.88, -2.94, 3.34026e-05
-2.88, -2.88, 3.97748e-05
-2.88, -2.82, 4.71924e-05
-2.88, -2.76, 5.57922e-05
-2.88, -2.7, 6.5722e-05
-2.88, -2.64, 7.71409e-05
-2.88, -2.58, 9.02184e-05
-2.88, -2.52, 0.000105134
-2.88, -2.46, 0.000122075
-2.88, -2.4, 0.000141236
-2.88, -2.34, 0.000162818
-2.88, -2.28, 0.000187023
-2.88, -2.22, 0.000214055
-2.88, -2.16, 0.000244114
-2.88, -2.1, 0.000277393
-2.88, -2.04, 0.000314076
-2.88, -1.98, 0.000354332
-2.88, -1.92, 0.000398311
-2.88, -1.86, 0.00044614
-2.88, -1.8, 0.000497917
-2.88, -1.74, 0.000553706
-2.88, -1.68, 0.000613533
-2.88, -1.62, 0.000677381
-2.88, -1.56, 0.000745186
-2.88, -1.5, 0.000816832
-2.88, -1.44, 0.000892149
-2.88, -1.38, 0.00097091
-2.88, -1.32, 0.00105283
-2.88, -1.26, 0.00113755
-2.88, -1.2, 0.00122468
-2.88, -1.14, 0.00131374
-2.88, -1.08, 0.00140421
-2.88, -1.02, 0.00149553
-2.88, -0.96, 0.00158705
-2.88, -0.9, 0.00167813
-2.88, -0.84, 0.00176805
-2.88, -0.78, 0.0018561
-2.88, -0.72, 0.00194153
-2.88, -0.66, 0.0020236
-2.88, -0.6, 0.00210156
-2.88, -0.54, 0.00217467
-2.88, -0.48, 0.00224225
-2.88, -0.42, 0.00230361
-2.88, -0.36, 0.00235815
-2.88, -0.3, 0.00240531
-2.88, -0.24, 0.00244459
-2.88, -0.18, 0.00247559
-2.88, -0.12, 0.00249797
-2.88, -0.06, 0.0025115
-2.88, 2.16493e-15, 0.00251602
-2.88, 0.06, 0.0025115
-2.88, 0.12, 0.00249797
-2.88, 0.18, 0.00247559
-2.88, 0.24, 0.00244459
-2.88, 0.3, 0.00240531
-2.88, 0.36, 0.00235815
-2.88, 0.42, 0.00230361
-2.88, 0.48, 0.00224225
-2.88, 0.54, 0.00217467
-2.88, 0.6, 0.00210156
-2.88, 0.66, 0.0020236
-2.88, 0.72, 0.00194153
-2.88, 0.78, 0.0018561
-2.88, 0.84, 0.00176805
-2.88, 0.9, 0.00167813
-2.88, 0.96, 0.00158705
-2.88, 1.02, 0.00149553
-2.88, 1.08, 0.00140421
-2.88, 1.14, 0.00131374
-2.88, 1.2, 0.00122468
-2.88, 1.26, 0.00113755
-2.88, 1.32, 0.00105283
-2.88, 1.38, 0.00097091
-2.88, 1.44, 0.000892149
-2.88, 1.5, 0.000816832
-2.88, 1.56, 0.000745186
-2.88, 1.62, 0.000677381
-2.88, 1.68, 0.000613533
-2.88, 1.74, 0.000553706
-2.88, 1.8, 0.000497917
-2.88, 1.86, 0.00044614
-2.88, 1.92, 0.000398311
-2.88, 1.98, 0.000354332
-2.88, 2.04, 0.000314076
-2.88, 2.1, 0.000277393
-2.88, 2.16, 0.000244114
-2.88, 2.22, 0.000214055
-2.88, 2.28, 0.000187023
-2.88, 2.34, 0.000162818
-2.88, 2.4, 0.000141236
-2.88, 2.46, 0.000122075
-2.88, 2.52, 0.000105134
-2.88, 2.58, 9.02184e-05
-2.88, 2.64, 7.71409e-05
-2.88, 2.7, 6.5722e-05
-2.88, 2.76, 5.57922e-05
-2.88, 2.82, 4.71924e-05
-2.88, 2.88, 3.97748e-05
-2.88, 2.94, 3.34026e-05
-2.82, -3, 3.3163e-05
-2.82, -2.94, 3.96319e-05
-2.82, -2.88, 4.71924e-05
-2.82, -2.82, 5.59934e-05
-2.82, -2.76, 6.61969e-05
-2.82, -2.7, 7.79785e-05
-2.82, -2.64, 9.1527e-05
-2.82, -2.58, 0.000107043
-2.82, -2.52, 0.00012474
-2.82, -2.46, 0.000144841
-2.82, -2.4, 0.000167575
-2.82, -2.34, 0.000193182
-2.82, -2.28, 0.000221901
-2.82, -2.22, 0.000253974
-2.82, -2.16, 0.000289638
-2.82, -2.1, 0.000329124
-2.82, -2.04, 0.000372648
-2.82, -1.98, 0.000420411
-2.82, -1.92, 0.000472592
-2.82, -1.86, 0.000529341
-2.82, -1.8, 0.000590774
-2.82, -1.74, 0.000656967
-2.82, -1.68, 0.000727951
-2.82, -1.62, 0.000803706
-2.82, -1.56, 0.000884156
-2.82, -1.5, 0.000969164
-2.82, -1.44, 0.00105853
-2.82, -1.38, 0.00115198
-2.82, -1.32, 0.00124917
-2.82, -1.26, 0.00134969
-2.82, -1.2, 0.00145307
-2.82, -1.14, 0.00155874
-2.82, -1.08, 0.00166609
-2.82, -1.02, 0.00177443
-2.82, -0.96, 0.00188302
-2.82, -0.9, 0.00199108
-2.82, -0.84, 0.00209778
-2.82, -0.78, 0.00220225
-2.82, -0.72, 0.00230361
-2.82, -0.66, 0.00240098
-2.82, -0.6, 0.00249348
-2.82, -0.54, 0.00258023
-2.82, -0.48, 0.0026604
-2.82, -0.42, 0.00273321
-2.82, -0.36, 0.00279793
-2.82, -0.3, 0.00285388
-2.82, -0.24, 0.00290049
-2.82, -0.18, 0.00293726
-2.82, -0.12, 0.00296382
-2.82, -0.06, 0.00297987
-2.82, 2.16493e-15, 0.00298523
-2.82, 0.06, 0.00297987
-2.82, 0.12, 0.00296382
-2.82, 0.18, 0.00293726
-2.82, 0.24, 0.00290049
-2.82, 0.3, 0.00285388
-2.82, 0.36, 0.00279793
-2.82, 0.42, 0.00273321
-2.82, 0.48, 0.0026604
-2.82, 0.54, 0.00258023
-2.82, 0.6, 0.00249348
-2.82, 0.66, 0.00240098
-2.82, 0.72, 0.00230361
-2.82, 0.78, 0.00220225
-2.82, 0.84, 0.00209778
-2.82, 0.9, 0.00199108
-2.82, 0.96, 0.00188302
-2.82, 1.02, 0.00177443
-2.82, 1.08, 0.00166609
-2.82, 1.14, 0.00155874
-2.82, 1.2, 0.00145307
-2.82, 1.26, 0.00134969
-2.82, 1.32, 0.00124917
-2.82, 1.38, 0.00115198
-2.82, 1.44, 0.00105853
-2.82, 1.5, 0.000969164
-2.82, 1.56, 0.000884156
-2.82, 1.62, 0.000803706
-2.82, 1.68, 0.000727951
-2.82, 1.74, 0.000656967
-2.82, 1.8, 0.000590774
-2.82, 1.86, 0.000529341
-2.82, 1.92, 0.000472592
-2.82, 1.98, 0.000420411
-2.82, 2.04, 0.000372648
-2.82, 2.1, 0.000329124
-2.82, 2.16, 0.000289638
-2.82, 2.22, 0.000253974
-2.82, 2.28, 0.000221901
-2.82, 2.34, 0.000193182
-2.82, 2.4, 0.000167575
-2.82, 2.46, 0.000144841
-2.82, 2.52, 0.00012474
-2.82, 2.58, 0.000107043
-2.82, 2.64, 9.1527e-05
-2.82, 2.7, 7.79785e-05
-2.82, 2.76, 6.61969e-05
-2.82, 2.82, 5.59934e-05
-2.82, 2.88, 4.71924e-05
-2.82, 2.94, 3.96319e-05
-2.76, -3, 3.92061e-05
-2.76, -2.94, 4.68539e-05
-2.76, -2.88, 5.57922e-05
-2.76, -2.82, 6.61969e-05
-2.76, -2.76, 7.82598e-05
-2.76, -2.7, 9.21883e-05
-2.76, -2.64, 0.000108206
-2.76, -2.58, 0.000126549
-2.76, -2.52, 0.000147471
-2.76, -2.46, 0.000171234
-2.76, -2.4, 0.000198112
-2.76, -2.34, 0.000228385
-2.76, -2.28, 0.000262338
-2.76, -2.22, 0.000300255
-2.76, -2.16, 0.000342418
-2.76, -2.1, 0.000389099
-2.76, -2.04, 0.000440554
-2.76, -1.98, 0.000497022
-2.76, -1.92, 0.000558712
-2.76, -1.86, 0.000625802
-2.76, -1.8, 0.000698429
-2.76, -1.74, 0.000776684
-2.76, -1.68, 0.000860603
-2.76, -1.62, 0.000950163
-2.76, -1.56, 0.00104527
-2.76, -1.5, 0.00114577
-2.76, -1.44, 0.00125142
-2.76, -1.38, 0.0013619
-2.76, -1.32, 0.0014768
-2.76, -1.26, 0.00159565
-2.76, -1.2, 0.00171786
-2.76, -1.14, 0.00184279
-2.76, -1.08, 0.00196969
-2.76, -1.02, 0.00209778
-2.76, -0.96, 0.00222616
-2.76, -0.9, 0.00235391
-2.76, -0.84, 0.00248005
-2.76, -0.78, 0.00260356
-2.76, -0.72, 0.00272339
-2.76, -0.66, 0.00283851
-2.76, -0.6, 0.00294786
-2.76, -0.54, 0.00305042
-2.76, -0.48, 0.0031452
-2.76, -0.42, 0.00323128
-2.76, -0.36, 0.00330778
-2.76, -0.3, 0.00337393
-2.76, -0.24, 0.00342903
-2.76, -0.18, 0.00347251
-2.76, -0.12, 0.00350391
-2.76, -0.06, 0.00352288
-2.76, 2.16493e-15, 0.00352922
-2.76, 0.06, 0.00352288
-2.76, 0.12, 0.00350391
-2.76, 0.18, 0.00347251
-2.76, 0.24, 0.00342903
-2.76, 0.3, 0.00337393
-2.76, 0.36, 0.00330778
-2.76, 0.42, 0.00323128
-2.76, 0.48, 0.0031452
-2.76, 0.54, 0.00305042
-2.76, 0.6, 0.00294786
-2.76, 0.66, 0.00283851
-2.76, 0.72, 0.00272339
-2.76, 0.78, 0.00260356
-2.76, 0.84, 0.00248005
-2.76, 0.9, 0.00235391
-2.76, 0.96, 0.00222616
-2.76, 1.02, 0.00209778
-2.76, 1.08, 0.00196969
-2.76, 1.14, 0.00184279
-2.76, 1.2, 0.00171786
-2.76, 1.26, 0.00159565
-2.76, 1.32, 0.0014768
-2.76, 1.38, 0.0013619
-2.76, 1.44, 0.00125142
-2.76, 1.5, 0.00114577
-2.76, 1.56, 0.00104527
-2.76, 1.62, 0.000950163
-2.76, 1.68, 0.000860603
-2.76, 1.74, 0.000776684
-2.76, 1.8, 0.000698429
-2.76, 1.86, 0.000625802
-2.76, 1.92, 0.000558712
-2.76, 1.98, 0.000497022
-2.76, 2.04, 0.000440554
-2.76, 2.1, 0.000389099
-2.76, 2.16, 0.000342418
-2.76, 2.22, 0.000300255
-2.76, 2.28, 0.000262338
-2.76, 2.34, 0.000228385
-2.76, 2.4, 0.000198112
-2.76, 2.46, 0.000171234
-2.76, 2.52, 0.000147471
-2.76, 2.58, 0.000126549
-2.76, 2.64, 0.000108206
-2.76, 2.7, 9.21883e-05
-2.76, 2.76, 7.82598e-05
-2.76, 2.82, 6.61969e-05
-2.76, 2.88, 5.57922e-05
-2.76, 2.94, 4.68539e-05
-2.7, -3, 4.6184e-05
-2.7, -2.94, 5.51929e-05
-2.7, -2.88, 6.5722e-05
-2.7, -2.82, 7.79785e-05
-2.7, -2.76, 9.21883e-05
-2.7, -2.7, 0.000108596
-2.7, -2.64, 0.000127464
-2.7, -2.58, 0.000149073
-2.7, -2.52, 0.000173718
-2.7, -2.46, 0.00020171
-2.7, -2.4, 0.000233372
-2.7, -2.34, 0.000269033
-2.7, -2.28, 0.000309028
-2.7, -2.22, 0.000353694
-2.7, -2.16, 0.000403362
-2.7, -2.1, 0.00045835
-2.7, -2.04, 0.000518963
-2.7, -1.98, 0.000585481
-2.7, -1.92, 0.00065815
-2.7, -1.86, 0.000737181
-2.7, -1.8, 0.000822734
-2.7, -1.74, 0.000914917
-2.7, -1.68, 0.00101377
-2.7, -1.62, 0.00111927
-2.7, -1.56, 0.00123131
-2.7, -1.5, 0.00134969
-2.7, -1.44, 0.00147415
-2.7, -1.38, 0.00160429
-2.7, -1.32, 0.00173964
-2.7, -1.26, 0.00187964
-2.7, -1.2, 0.0020236
-2.7, -1.14, 0.00217076
-2.7, -1.08, 0.00232026
-2.7, -1.02, 0.00247114
-2.7, -0.96, 0.00262237
-2.7, -0.9, 0.00277286
-2.7, -0.84, 0.00292144
-2.7, -0.78, 0.00306693
-2.7, -0.72, 0.0032081
-2.7, -0.66, 0.0033437
-2.7, -0.6, 0.00347251
-2.7, -0.54, 0.00359333
-2.7, -0.48, 0.00370498
-2.7, -0.42, 0.00380638
-2.7, -0.36, 0.0038965
-2.7, -0.3, 0.00397442
-2.7, -0.24, 0.00403933
-2.7, -0.18, 0.00409054
-2.7, -0.12, 0.00412753
-2.7, -0.06, 0.00414987
-2.7, 2.16493e-15, 0.00415735
-2.7, 0.06, 0.00414987
-2.7, 0.12, 0.00412753
-2.7, 0.18, 0.00409054
-2.7, 0.24, 0.00403933
-2.7, 0.3, 0.00397442
-2.7, 0.36, 0.0038965
-2.7, 0.42, 0.00380638
-2.7, 0.48, 0.00370498
-2.7, 0.54, 0.00359333
-2.7, 0.6, 0.00347251
-2.7, 0.66, 0.0033437
-2.7, 0.72, 0.0032081
-2.7, 0.78, 0.00306693
-2.7, 0.84, 0.00292144
-2.7, 0.9, 0.00277286
-2.7, 0.96, 0.00262237
-2.7, 1.02, 0.00247114
-2.7, 1.08, 0.00232026
-2.7, 1.14, 0.00217076
-2.7, 1.2, 0.0020236
-2.7, 1.26, 0.00187964
-2.7, 1.32, 0.00173964
-2.7, 1.38, 0.00160429
-2.7, 1.44, 0.00147415
-2.7, 1.5, 0.00134969
-2.7, 1.56, 0.00123131
-2.7, 1.62, 0.00111927
-2.7, 1.68, 0.00101377
-2.7, 1.74, 0.000914917
-2.7, 1.8, 0.000822734
-2.7, 1.86, 0.000737181
-2.7, 1.92, 0.00065815
-2.7, 1.98, 0.000585481
-2.7, 2.04, 0.000518963
-2.7, 2.1, 0.00045835
-2.7, 2.16, 0.000403362
-2.7, 2.22, 0.000353694
-2.7, 2.28, 0.000309028
-2.7, 2.34, 0.000269033
-2.7, 2.4, 0.000233372
-2.7, 2.46, 0.00020171
-2.7, 2.52, 0.000173718
-2.7, 2.58, 0.000149073
-2.7, 2.64, 0.000127464
-2.7, 2.7, 0.000108596
-2.7, 2.76, 9.21883e-05
-2.7, 2.82, 7.79785e-05
-2.7, 2.88, 6.5722e-05
-2.7, 2.94, 5.51929e-05
-2.64, -3, 5.42083e-05
-2.64, -2.94, 6.47824e-05
-2.64, -2.88, 7.71409e-05
-2.64, -2.82, 9.1527e-05
-2.64, -2.76, 0.000108206
-2.64, -2.7, 0.000127464
-2.64, -2.64, 0.00014961
-2.64, -2.58, 0.000174973
-2.64, -2.52, 0.000203901
-2.64, -2.46, 0.000236757
-2.64, -2.4, 0.000273919
-2.64, -2.34, 0.000315776
-2.64, -2.28, 0.000362721
-2.64, -2.22, 0.000415147
-2.64, -2.16, 0.000473444
-2.64, -2.1, 0.000537987
-2.64, -2.04, 0.000609131
-2.64, -1.98, 0.000687206
-2.64, -1.92, 0.000772501
-2.64, -1.86, 0.000865263
-2.64, -1.8, 0.000965681
-2.64, -1.74, 0.00107388
-2.64, -1.68, 0.00118991
-2.64, -1.62, 0.00131374
-2.64, -1.56, 0.00144524
-2.64, -1.5, 0.0015842
-2.64, -1.44, 0.00173027
-2.64, -1.38, 0.00188302
-2.64, -1.32, 0.00204189
-2.64, -1.26, 0.00220621
-2.64, -1.2, 0.00237519
-2.64, -1.14, 0.00254792
-2.64, -1.08, 0.00272339
-2.64, -1.02, 0.00290049
-2.64, -0.96, 0.00307799
-2.64, -0.9, 0.00325463
-2.64, -0.84, 0.00342903
-2.64, -0.78, 0.0035998
-2.64, -0.72, 0.00376549
-2.64, -0.66, 0.00392465
-2.64, -0.6, 0.00407585
-2.64, -0.54, 0.00421765
-2.64, -0.48, 0.00434871
-2.64, -0.42, 0.00446772
-2.64, -0.36, 0.0045735
-2.64, -0.3, 0.00466496
-2.64, -0.24, 0.00474114
-2.64, -0.18, 0.00480126
-2.64, -0.12, 0.00484467
-2.64, -0.06, 0.0048709
-2.64, 2.16493e-15, 0.00487967
-2.64, 0.06, 0.0048709
-2.64, 0.12, 0.00484467
-2.64, 0.18, 0.00480126
-2.64, 0.24, 0.00474114
-2.64, 0.3, 0.00466496
-2.64, 0.36, 0.0045735
-2.64, 0.42, 0.00446772
-2.64, 0.48, 0.00434871
-2.64, 0.54, 0.00421765
-2.64, 0.6, 0.00407585
-2.64, 0.66, 0.00392465
-2.64, 0.72, 0.00376549
-2.64, 0.78, 0.0035998
-2.64, 0.84, 0.00342903
-2.64, 0.9, 0.00325463
-2.64, 0.96, 0.00307799
-2.64, 1.02, 0.00290049
-2.64, 1.08, 0.00272339
-2.64, 1.14, 0.00254792
-2.64, 1.2, 0.00237519
-2.64, 1.26, 0.00220621
-2.64, 1.32, 0.00204189
-2.64, 1.38, 0.00188302
-2.64, 1.44, 0.00173027
-2.64, 1.5, 0.0015842
-2.64, 1.56, 0.00144524
-2.64, 1.62, 0.00131374
-2.64, 1.68, 0.00118991
-2.64, 1.74, 0.00107388
-2.64, 1.8, 0.000965681
-2.64, 1.86, 0.000865263
-2.64, 1.92, 0.000772501
-2.64, 1.98, 0.000687206
-2.64, 2.04, 0.000609131
-2.64, 2.1, 0.000537987
-2.64, 2.16, 0.000473444
-2.64, 2.22, 0.000415147
-2.64, 2.28, 0.000362721
-2.64, 2.34, 0.000315776
-2.64, 2.4, 0.000273919
-2.64, 2.46, 0.000236757
-2.64, 2.52, 0.000203901
-2.64, 2.58, 0.000174973
-2.64, 2.64, 0.00014961
-2.64, 2.7, 0.000127464
-2.64, 2.76, 0.000108206
-2.64, 2.82, 9.1527e-05
-2.64, 2.88, 7.71409e-05
-2.64, 2.94, 6.47824e-05
-2.58, -3, 6.33981e-05
-2.58, -2.94, 7.57648e-05
-2.58, -2.88, 9.02184e-05
-2.58, -2.82, 0.000107043
-2.58, -2.76, 0.000126549
-2.58, -2.7, 0.000149073
-2.58, -2.64, 0.000174973
-2.58, -2.58, 0.000204636
-2.58, -2.52, 0.000238468
-2.58, -2.46, 0.000276894
-2.58, -2.4, 0.000320356
-2.58, -2.34, 0.000369309
-2.58, -2.28, 0.000424212
-2.58, -2.22, 0.000485526
-2.58, -2.16, 0.000553706
-2.58, -2.1, 0.00062919
-2.58, -2.04, 0.000712396
-2.58, -1.98, 0.000803706
-2.58, -1.92, 0.000903461
-2.58, -1.86, 0.00101195
-2.58, -1.8, 0.00112939
-2.58, -1.74, 0.00125593
-2.58, -1.68, 0.00139163
-2.58, -1.62, 0.00153646
-2.58, -1.56, 0.00169025
-2.58, -1.5, 0.00185276
-2.58, -1.44, 0.0020236
-2.58, -1.38, 0.00220225
-2.58, -1.32, 0.00238805
-2.58, -1.26, 0.00258023
-2.58, -1.2, 0.00277785
-2.58, -1.14, 0.00297987
-2.58, -1.08, 0.00318508
-2.58, -1.02, 0.0033922
-2.58, -0.96, 0.0035998
-2.58, -0.9, 0.00380638
-2.58, -0.84, 0.00401035
-2.58, -0.78, 0.00421007
-2.58, -0.72, 0.00440385
-2.58, -0.66, 0.00458999
-2.58, -0.6, 0.00476681
-2.58, -0.54, 0.00493266
-2.58, -0.48, 0.00508593
-2.58, -0.42, 0.00522512
-2.58, -0.36, 0.00534883
-2.58, -0.3, 0.00545579
-2.58, -0.24, 0.0055449
-2.58, -0.18, 0.00561521
-2.58, -0.12, 0.00566597
-2.58, -0.06, 0.00569665
-2.58, 2.16493e-15, 0.00570691
-2.58, 0.06, 0.00569665
-2.58, 0.12, 0.00566597
-2.58, 0.18, 0.00561521
-2.58, 0.24, 0.0055449
-2.58, 0.3, 0.00545579
-2.58, 0.36, 0.00534883
-2.58, 0.42, 0.00522512
-2.58, 0.48, 0.00508593
-2.58, 0.54, 0.00493266
-2.58, 0.6, 0.00476681
-2.58, 0.66, 0.00458999
-2.58, 0.72, 0.00440385
-2.58, 0.78, 0.00421007
-2.58, 0.84, 0.00401035
-2.58, 0.9, 0.00380638
-2.58, 0.96, 0.0035998
-2.58, 1.02, 0.0033922
-2.58, 1.08, 0.00318508
-2.58, 1.14, 0.00297987
-2.58, 1.2, 0.00277785
-2.58, 1.26, 0.00258023
-2.58, 1.32, 0.00238805
-2.58, 1.38, 0.00220225
-2.58, 1.44, 0.0020236
-2.58, 1.5, 0.00185276
-2.58, 1.56, 0.00169025
-2.58, 1.62, 0.00153646
-2.58, 1.68, 0.00139163
-2.58, 1.74, 0.00125593
-2.58, 1.8, 0.00112939
-2.58, 1.86, 0.00101195
-2.58, 1.92, 0.000903461
-2.58, 1.98, 0.000803706
-2.58, 2.04, 0.000712396
-2.58, 2.1, 0.00062919
-2.58, 2.16, 0.000553706
-2.58, 2.22, 0.000485526
-2.58, 2.28, 0.000424212
-2.58, 2.34, 0.000369309
-2.58, 2.4, 0.000320356
-2.58, 2.46, 0.000276894
-2.58, 2.52, 0.000238468
-2.58, 2.58, 0.000204636
-2.58, 2.64, 0.000174973
-2.58, 2.7, 0.000149073
-2.58, 2.76, 0.000126549
-2.58, 2.82, 0.000107043
-2.58, 2.88, 9.02184e-05
-2.58, 2.94, 7.57648e-05
-2.52, -3, 7.38794e-05
-2.52, -2.94, 8.82906e-05
-2.52, -2.88, 0.000105134
-2.52, -2.82, 0.00012474
-2.52, -2.76, 0.000147471
-2.52, -2.7, 0.000173718
-2.52, -2.64, 0.000203901
-2.52, -2.58, 0.000238468
-2.52, -2.52, 0.000277892
-2.52, -2.46, 0.000322671
-2.52, -2.4, 0.000373319
-2.52, -2.34, 0.000430365
-2.52, -2.28, 0.000494345
-2.52, -2.22, 0.000565796
-2.52, -2.16, 0.000645247
-2.52, -2.1, 0.000733211
-2.52, -2.04, 0.000830172
-2.52, -1.98, 0.000936579
-2.52, -1.92, 0.00105283
